"No.","Time","Source","Destination","Protocol","Length","Info"
"4214","27.643403","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4215","27.643403","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4216","27.644924","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4217","27.644924","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4218","27.644924","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4219","27.644924","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4220","27.645230","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4221","27.645230","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4222","27.645230","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4223","27.645349","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","102","60108  >  443 Len=40"
"4224","27.647517","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4225","27.647517","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4226","27.647517","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4227","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4228","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4229","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4230","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4231","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4232","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4233","27.648641","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4234","27.648740","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4235","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4236","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4237","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4238","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4239","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4240","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4241","27.651196","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4242","27.651307","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4243","27.653927","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4244","27.653927","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4245","27.654603","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4246","27.654603","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4247","27.654603","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4248","27.654603","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4249","27.654603","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4250","27.654726","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4251","27.658052","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4252","27.658052","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4253","27.658052","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4254","27.658052","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4255","27.658052","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4256","27.658291","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4257","27.658334","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4258","27.658334","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4259","27.658334","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4260","27.658334","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4261","27.658334","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4262","27.658334","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4263","27.658480","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4264","27.660533","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4265","27.660533","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4266","27.660533","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4267","27.660533","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4268","27.662085","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4269","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4270","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4271","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4272","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4273","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4274","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4275","27.662423","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4276","27.662577","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4277","27.665028","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4278","27.665028","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4279","27.665028","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4280","27.665028","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4281","27.665028","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4282","27.665028","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4283","27.665346","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4284","27.665346","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4285","27.665435","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4286","27.668053","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4287","27.668053","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4288","27.668053","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4289","27.669198","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4290","27.669198","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4291","27.669198","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4292","27.670318","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4293","27.670318","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4294","27.670318","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4295","27.670318","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4296","27.670524","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4297","27.671873","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4298","27.671873","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4299","27.671873","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4300","27.671873","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4301","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4302","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4303","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4304","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4305","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","1392","443  >  60108 Len=1330"
"4306","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","519","443  >  60108 Len=457"
"4307","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","88","443  >  60108 Len=26"
"4308","27.673355","2405:200:160f:1726::e","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","UDP","88","443  >  60108 Len=26"
"4309","27.673541","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","97","60108  >  443 Len=35"
"4310","27.677981","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:200:160f:1726::e","UDP","98","60108  >  443 Len=36"
"4311","27.797254","192.168.29.155","192.168.29.255","UDP","162","63368  >  59867 Len=120"
"4312","27.797514","192.168.29.155","192.168.29.255","UDP","226","63369  >  59867 Len=184"
"4313","27.799753","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:201:5c0a:48e6::c0a8:1d01","DNS","101","Standard query 0xa2a3 A nodestore.logitech.io"
"4314","27.799885","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2405:201:5c0a:48e6::c0a8:1d01","DNS","101","Standard query 0x77fc AAAA nodestore.logitech.io"
"4315","27.820613","2405:201:5c0a:48e6::c0a8:1d01","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","DNS","133","Standard query response 0xa2a3 A nodestore.logitech.io A 34.193.162.192 A 34.201.207.212"
"4316","27.821877","2405:201:5c0a:48e6::c0a8:1d01","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","DNS","186","Standard query response 0x77fc AAAA nodestore.logitech.io SOA ns-1458.awsdns-54.org"
"4317","27.822302","192.168.29.155","34.193.162.192","TCP","66","59449  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"4318","27.901486","2a03:2880:f0ff:c:face:b00c:0:3","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","113","Application Data"
"4319","27.901486","2a03:2880:f0ff:c:face:b00c:0:3","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59392 [FIN, ACK] Seq=40 Ack=1 Win=265 Len=0"
"4320","27.901606","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2a03:2880:f0ff:c:face:b00c:0:3","TCP","74","59392  >  443 [ACK] Seq=1 Ack=41 Win=1027 Len=0"
"4321","27.901836","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2a03:2880:f0ff:c:face:b00c:0:3","TCP","74","59392  >  443 [FIN, ACK] Seq=1 Ack=41 Win=1027 Len=0"
"4322","27.912850","2a03:2880:f0ff:c:face:b00c:0:3","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59392 [ACK] Seq=41 Ack=2 Win=265 Len=0"
"4323","28.044815","34.193.162.192","192.168.29.155","TCP","66","443  >  59449 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM=1 WS=256"
"4324","28.044865","192.168.29.155","34.193.162.192","TCP","54","59449  >  443 [ACK] Seq=1 Ack=1 Win=262656 Len=0"
"4325","28.045122","192.168.29.155","34.193.162.192","TLSv1.2","236","Client Hello"
"4326","28.213182","13.232.7.4","192.168.29.155","TLSv1.2","489","Application Data"
"4327","28.253238","192.168.29.155","13.232.7.4","TCP","54","59118  >  443 [ACK] Seq=1 Ack=14934 Win=1026 Len=0"
"4328","28.267109","34.193.162.192","192.168.29.155","TCP","60","443  >  59449 [ACK] Seq=1 Ack=183 Win=28160 Len=0"
"4329","28.267447","34.193.162.192","192.168.29.155","TLSv1.2","1514","Server Hello"
"4330","28.267447","34.193.162.192","192.168.29.155","TCP","1514","443  >  59449 [ACK] Seq=1461 Ack=183 Win=28160 Len=1460 [TCP segment of a reassembled PDU]"
"4331","28.267495","192.168.29.155","34.193.162.192","TCP","54","59449  >  443 [ACK] Seq=183 Ack=2921 Win=262656 Len=0"
"4332","28.267602","34.193.162.192","192.168.29.155","TCP","1230","443  >  59449 [PSH, ACK] Seq=2921 Ack=183 Win=28160 Len=1176 [TCP segment of a reassembled PDU]"
"4333","28.268331","34.193.162.192","192.168.29.155","TLSv1.2","1214","Certificate, Server Key Exchange, Server Hello Done"
"4334","28.268369","192.168.29.155","34.193.162.192","TCP","54","59449  >  443 [ACK] Seq=183 Ack=5257 Win=262656 Len=0"
"4335","28.271756","192.168.29.155","34.193.162.192","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"4336","28.307786","13.232.7.4","192.168.29.155","TLSv1.2","86","Application Data"
"4337","28.348208","192.168.29.155","13.232.7.4","TCP","54","59118  >  443 [ACK] Seq=1 Ack=14966 Win=1026 Len=0"
"4338","28.359312","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","QUIC","1392","Initial, DCID=6fa96a75bd3616c7, PKN: 1, CRYPTO, PADDING"
"4339","28.385820","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:808::2003","TCP","74","59425  >  443 [FIN, ACK] Seq=2 Ack=1 Win=1029 Len=0"
"4340","28.385870","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:804::2004","TCP","74","59420  >  443 [FIN, ACK] Seq=2 Ack=1 Win=1028 Len=0"
"4341","28.385905","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:804::2004","TCP","74","59421  >  443 [FIN, ACK] Seq=2 Ack=1 Win=1028 Len=0"
"4342","28.385984","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TLSv1.2","166","Ignored Unknown Record"
"4343","28.386070","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TLSv1.2","105","Application Data"
"4344","28.386122","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TLSv1.2","687","Application Data"
"4345","28.396367","2404:6800:4002:808::2003","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59425 [ACK] Seq=1 Ack=3 Win=261 Len=0"
"4346","28.397714","2404:6800:4002:804::2004","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59421 [ACK] Seq=1 Ack=3 Win=261 Len=0"
"4347","28.398035","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","QUIC","1392","Initial, SCID=6fa96a75bd3616c7, PKN: 1, ACK, PADDING"
"4348","28.398035","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59423 [ACK] Seq=1 Ack=94 Win=261 Len=0"
"4349","28.399014","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","105","Application Data"
"4350","28.399014","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59423 [ACK] Seq=32 Ack=738 Win=266 Len=0"
"4351","28.399500","2404:6800:4002:804::2004","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TCP","74","443  >  59420 [ACK] Seq=1 Ack=3 Win=261 Len=0"
"4352","28.401122","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","455","Application Data"
"4353","28.401141","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=413 Win=1024 Len=0"
"4354","28.401435","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4355","28.401435","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4356","28.401449","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=2853 Win=1029 Len=0"
"4357","28.401870","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4358","28.401870","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4359","28.401886","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=5293 Win=1029 Len=0"
"4360","28.402183","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4361","28.402467","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4362","28.402467","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4363","28.402482","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=8953 Win=1029 Len=0"
"4364","28.403603","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4365","28.403603","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4366","28.403603","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4367","28.403656","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=12613 Win=1029 Len=0"
"4368","28.413245","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4369","28.413517","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4370","28.413517","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4371","28.413544","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=16273 Win=1029 Len=0"
"4372","28.413702","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4373","28.413713","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=17493 Win=1024 Len=0"
"4374","28.415470","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4375","28.415470","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4376","28.415470","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4377","28.415470","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4378","28.415516","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=22373 Win=1029 Len=0"
"4379","28.415933","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4380","28.416206","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4381","28.416218","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","2404:6800:4002:809::2016","TCP","74","59423  >  443 [ACK] Seq=738 Ack=24813 Win=1029 Len=0"
"4382","28.416699","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
"4383","28.416960","2404:6800:4002:809::2016","2405:201:5c0a:48e6:588f:dfda:d58d:bb8e","TLSv1.2","1294","Application Data"
